39.8816776,116.4131252
40.0443748,116.3019817
40.0441534,116.3015218
39.9945603,116.1889496
40.0294150,116.3099621
40.0293762,116.3097233
39.9749916,116.1664196
39.9933915,116.2040441
40.0289489,116.3054429
40.0441719,116.2845804
40.0333678,116.3104503
40.0332061,116.3111463
40.0319047,116.3135290
40.0282224,116.3074933
39.9669964,116.4054055
39.8457682,116.4082164
40.0307023,116.2587301
39.9561444,116.4621692
39.9647274,116.3165111
39.9676383,116.3298792
40.0389274,116.3253934
40.0375613,116.3256661
39.9960984,116.5137875
39.9845847,116.4751946
39.9862699,116.4737624
39.9861425,116.4730648
40.0018340,116.2676505
39.9450137,116.2990396
39.9431952,116.2986705
39.9757131,116.4568950
39.9767819,116.4576246
39.9914874,116.3424088
40.1237541,116.0898940
39.9808662,116.3382530
39.9808844,116.4891209
39.9746330,116.3014376
39.9770195,116.3363794
39.9807895,116.3089722
40.0459366,116.2823042
39.8609729,116.3723417
39.8609989,116.3718686
39.8632721,116.3693379
39.8636327,116.3761662
39.8636902,116.3691909
39.8640938,116.3765731
39.8660818,116.3725892
39.8663377,116.3738585
40.0644294,116.0991562
39.8628731,116.4975001
39.7908925,116.3924123
39.9589846,116.3025054
39.9582050,116.3025271
39.9459617,116.3657590
39.9302813,116.4085428
40.0512257,116.1009524
40.1120579,116.0854999
39.9922731,116.2140646
39.9955168,116.2114556
39.9841944,116.4672558
39.9871598,116.4609366
39.8757575,116.3953191
39.9718082,116.4907995
40.0058767,116.4606378
40.0058401,116.4586622
39.8419548,116.3813632
39.8426355,116.3787519
39.8401566,116.3818009
39.8457298,116.3952685
39.8471239,116.3965452
39.8515756,116.3907186
39.8497290,116.3889224
39.9860772,116.3495858
39.9875281,116.3476519
39.9980219,116.3857168
40.1281781,116.6458216
40.0014088,116.2799479
40.0028813,116.2792833
39.9997420,116.3901470
39.9276609,116.4539169
39.9338373,116.4472254
39.9343464,116.4483699
39.9644444,116.4773970
39.9643767,116.4772514
39.9312596,116.4512929
39.9282279,116.4647148
39.9262921,116.4566506
39.9261135,116.4320103
39.9272702,116.4585829
40.0674148,116.0917434
39.8997431,116.0251247
39.8995195,116.0221174
39.9350038,116.3190732
39.9870021,116.3479455
39.8979640,116.3442036
39.8736148,116.3984309
39.8735942,116.3978381
39.8741150,116.3994689
39.8755760,116.3955668
39.9357367,116.4482459
39.9359280,116.4482128
40.0154476,116.3599709
40.0089265,116.3171269
40.0098173,116.3169387
40.0098639,116.3182879
40.0113327,116.3143796
40.0518413,116.8290098
40.0530239,116.8290205
39.8405424,116.6636395
39.8390184,116.6628670
39.8612715,116.1956253
39.9786516,116.3267978
39.9779356,116.3256984
40.0700704,116.5290618
40.0684041,116.5283850
40.0654106,116.5424509
40.0660834,116.5408507
39.9658125,116.3370522
40.0615847,116.2657131
40.0638148,116.2653343
39.9055698,116.2157473
39.8954522,116.3590416
39.8765999,116.3843644
39.8762788,116.3842812
39.8731623,116.3714763
39.8796236,116.3697463
39.8790061,116.3696578
39.8746629,116.3810143
39.9222750,116.3650632
39.9467605,116.3689479
39.9439158,116.3686925
39.9429547,116.3696595
39.9429767,116.3699389
39.9430646,116.3707054
39.9430646,116.3707054
39.9424165,116.3696452
39.9424110,116.3701037
39.9419059,116.3746453
39.9409915,116.3808143
39.9414697,116.3807685
39.9380876,116.3819510
39.9355045,116.3815111
39.9322303,116.3853842
39.9324853,116.3848048
39.9324524,116.3842362
39.9321480,116.3838929
39.9322467,116.3869828
39.9387691,116.3888631
39.9390038,116.3882864
39.9373769,116.3892729
39.9368011,116.3892944
39.9377052,116.3874613
39.9707420,116.3033858
39.9696731,116.3094825
39.9688220,116.3038740
39.9694099,116.3111079
39.9687079,116.3095026
39.9673152,116.3100618
39.9716608,116.3103475
39.8975142,116.3773611
39.9008847,116.3536799
39.9164986,116.3439837
39.9681200,116.4844569
39.9701849,116.3040000
39.9821721,116.4872072
39.9867399,116.3551767
39.9528544,116.2745595
39.9380965,116.3223558
39.9392637,116.3093550
39.9397451,116.3082285
39.8930363,116.1252040
39.9054262,116.0493597
39.9305289,116.6872588
39.9004997,116.7476723
39.9020071,116.7407004
39.7481683,116.3218137
39.7462338,116.3196002
39.7474334,116.3174103
39.7467312,116.3223177
39.7642459,116.2984052
39.7654282,116.2991843
39.7555665,116.3082729
39.7568548,116.3078709
39.7468362,116.3191088
40.0701811,116.4022611
40.0702571,116.4046151
40.0709739,116.4048512
40.0721272,116.4020547
40.0713192,116.4037353
40.0719880,116.4041386
40.0701421,116.4018847
39.7450829,116.3215965
39.7450900,116.3183555
39.7475649,116.3255982
39.7499338,116.3191939
39.7508977,116.3180826
39.7463439,116.3238452
39.7454014,116.3230524
39.7468199,116.3235993
39.7469917,116.3229113
39.7477214,116.3226088
39.7501481,116.3200718
39.7496935,116.3218855
39.7526579,116.3233041
39.7527394,116.3300416
39.7543214,116.3298762
39.7502024,116.3251823
39.7544518,116.3077106
40.0712296,116.4016940
40.0712009,116.4024273
40.0712772,116.4055367
40.0725356,116.4053739
39.9999603,116.4569728
39.9999603,116.4569728
39.9941336,116.4518557
39.9943236,116.4517287
39.7544551,116.3062942
39.7546323,116.3082564
39.7557783,116.3107122
39.7558365,116.3113819
39.7575599,116.3093492
39.7558676,116.3095582
39.7563422,116.3096813
40.0692623,116.4072081
40.0688864,116.4075066
40.0691119,116.4056450
39.9992508,116.4570232
39.9992775,116.4563446
39.9998877,116.4562561
39.9953598,116.4572323
39.9913539,116.4528495
39.9902764,116.4523145
39.7518206,116.3306813
39.9976714,116.4572087
40.0001033,116.4579587
40.0007568,116.4599415
40.0006769,116.4610659
40.0007608,116.4623286
